,ResponseId,block,block_num,repeat_index,qid,label,score,raw
27,R_5PAMRt4s9LlEvnx,b3,3,11,28,doorway,1,Not at all
28,R_5PAMRt4s9LlEvnx,b3,3,12,29,dried,1,Not at all
29,R_5PAMRt4s9LlEvnx,b3,3,13,30,dumbbell,1,Not at all
30,R_5PAMRt4s9LlEvnx,b3,3,14,31,eye glasses,4,A lot
31,R_5PAMRt4s9LlEvnx,b3,3,15,32,fancy binoculars,4,A lot
32,R_5PAMRt4s9LlEvnx,b3,3,16,33,female torso,3,Moderately
33,R_5PAMRt4s9LlEvnx,b3,3,17,34,glasses,5,Completely
34,R_5PAMRt4s9LlEvnx,b3,3,18,35,hook,1,Not at all
35,R_5PAMRt4s9LlEvnx,b3,3,19,36,key,1,Not at all
36,R_5PAMRt4s9LlEvnx,b3,3,20,37,poll,1,Not at all
37,R_5PAMRt4s9LlEvnx,b3,3,21,38,pulley,1,Not at all
38,R_5PAMRt4s9LlEvnx,b3,3,22,39,spade,1,Not at all
39,R_5PAMRt4s9LlEvnx,b3,3,23,40,spectacles,5,Completely
40,R_5PAMRt4s9LlEvnx,b3,3,24,41,umbrella,1,Not at all
41,R_5PAMRt4s9LlEvnx,b3,3,25,42,wine glass,1,Not at all
42,R_5PAMRt4s9LlEvnx,b4,4,1,43,ant,1,Not at all
43,R_5PAMRt4s9LlEvnx,b4,4,2,44,bed,3,Moderately
44,R_5PAMRt4s9LlEvnx,b4,4,3,45,belly button,2,A little
45,R_5PAMRt4s9LlEvnx,b4,4,4,46,bra,4,A lot
46,R_5PAMRt4s9LlEvnx,b4,4,5,47,butterfly,1,Not at all
47,R_5PAMRt4s9LlEvnx,b4,4,6,48,cherries,3,Moderately
48,R_5PAMRt4s9LlEvnx,b4,4,7,49,dumbbell,1,Not at all
49,R_5PAMRt4s9LlEvnx,b4,4,8,50,eyeglasses,4,A lot
50,R_5PAMRt4s9LlEvnx,b4,4,9,51,glasses,4,A lot
51,R_5PAMRt4s9LlEvnx,b4,4,10,52,goal posts,1,Not at all
52,R_5PAMRt4s9LlEvnx,b4,4,11,53,goggles,4,A lot
53,R_5PAMRt4s9LlEvnx,b4,4,12,54,heart,1,Not at all
54,R_5PAMRt4s9LlEvnx,b4,4,13,55,hummer,1,Not at all
55,R_5PAMRt4s9LlEvnx,b4,4,14,56,music notes,1,Not at all
56,R_5PAMRt4s9LlEvnx,b4,4,15,57,owl,5,Completely
57,R_5PAMRt4s9LlEvnx,b4,4,16,58,pulley,1,Not at all
58,R_5PAMRt4s9LlEvnx,b4,4,17,59,spectacles,4,A lot
59,R_5PAMRt4s9LlEvnx,b4,4,18,60,stingray,1,Not at all
60,R_5PAMRt4s9LlEvnx,b4,4,19,61,tongs,1,Not at all
61,R_5PAMRt4s9LlEvnx,b4,4,20,62,two ds,1,Not at all
62,R_5PAMRt4s9LlEvnx,b5,5,1,63,bd,1,Not at all
63,R_5PAMRt4s9LlEvnx,b5,5,2,64,bed,3,Moderately
64,R_5PAMRt4s9LlEvnx,b5,5,3,65,belly button,2,A little
65,R_5PAMRt4s9LlEvnx,b5,5,4,66,bra,4,A lot
66,R_5PAMRt4s9LlEvnx,b5,5,5,67,butterfly,1,Not at all
67,R_5PAMRt4s9LlEvnx,b5,5,6,68,chair,1,Not at all
68,R_5PAMRt4s9LlEvnx,b5,5,7,69,cherry,3,Moderately
69,R_5PAMRt4s9LlEvnx,b5,5,8,70,db,1,Not at all
70,R_5PAMRt4s9LlEvnx,b5,5,9,71,dumbbell,1,Not at all
71,R_5PAMRt4s9LlEvnx,b5,5,10,72,glasses,4,A lot
72,R_5PAMRt4s9LlEvnx,b5,5,11,73,handcuffs,2,A little
73,R_5PAMRt4s9LlEvnx,b5,5,12,74,joined letters,1,Not at all
74,R_5PAMRt4s9LlEvnx,b5,5,13,75,key,1,Not at all
75,R_5PAMRt4s9LlEvnx,b5,5,14,76,letter D,1,Not at all
76,R_5PAMRt4s9LlEvnx,b5,5,15,77,minor note,1,Not at all
77,R_5PAMRt4s9LlEvnx,b5,5,16,78,pulley,1,Not at all
78,R_5PAMRt4s9LlEvnx,b5,5,17,79,scissors,1,Not at all
79,R_5PAMRt4s9LlEvnx,b5,5,18,80,tongs,1,Not at all
80,R_5PAMRt4s9LlEvnx,b5,5,19,81,two chairs,1,Not at all
81,R_5PAMRt4s9LlEvnx,b5,5,20,82,two lungs,2,A little
82,R_5PAMRt4s9LlEvnx,b5,5,21,83,vase,1,Not at all
83,R_5PAMRt4s9LlEvnx,b5,5,22,84,woman,2,A little
84,R_5PAMRt4s9LlEvnx,b6,6,1,85,ant,2,A little
85,R_5PAMRt4s9LlEvnx,b6,6,2,86,barbell,1,Not at all
86,R_5PAMRt4s9LlEvnx,b6,6,3,87,batman mask,5,Completely
87,R_5PAMRt4s9LlEvnx,b6,6,4,88,bed,1,Not at all
88,R_5PAMRt4s9LlEvnx,b6,6,5,89,binoculars,3,Moderately
89,R_5PAMRt4s9LlEvnx,b6,6,6,90,bra,4,A lot
90,R_5PAMRt4s9LlEvnx,b6,6,7,91,circle,1,Not at all
91,R_5PAMRt4s9LlEvnx,b6,6,8,92,controller,2,A little
92,R_5PAMRt4s9LlEvnx,b6,6,9,93,glasses,5,Completely
93,R_5PAMRt4s9LlEvnx,b6,6,10,94,goal post,1,Not at all
94,R_5PAMRt4s9LlEvnx,b6,6,11,95,goggles,4,A lot
95,R_5PAMRt4s9LlEvnx,b6,6,12,96,handcuffs,2,A little
96,R_5PAMRt4s9LlEvnx,b6,6,13,97,hourglass,1,Not at all
97,R_5PAMRt4s9LlEvnx,b6,6,14,98,house,1,Not at all
98,R_5PAMRt4s9LlEvnx,b6,6,15,99,infinity sign,1,Not at all
99,R_5PAMRt4s9LlEvnx,b6,6,16,100,insect head,4,A lot
100,R_5PAMRt4s9LlEvnx,b6,6,17,101,owl,3,Moderately
101,R_5PAMRt4s9LlEvnx,b6,6,18,102,percentage sign,1,Not at all
102,R_5PAMRt4s9LlEvnx,b6,6,19,103,shades,4,A lot
103,R_5PAMRt4s9LlEvnx,b6,6,20,104,snail,5,Completely
104,R_5PAMRt4s9LlEvnx,b6,6,21,105,snowman,1,Not at all
105,R_5PAMRt4s9LlEvnx,b6,6,22,106,spetacle,4,A lot
106,R_5PAMRt4s9LlEvnx,b7,7,1,107,arrow,4,A lot
107,R_5PAMRt4s9LlEvnx,b7,7,2,108,hourglass,1,Not at all
108,R_5PAMRt4s9LlEvnx,b7,7,3,109,railroad track,2,A little
109,R_5PAMRt4s9LlEvnx,b7,7,4,110,rocket exhaust,5,Completely
110,R_5PAMRt4s9LlEvnx,b7,7,5,111,skewered chevron,1,Not at all
111,R_5PAMRt4s9LlEvnx,b7,7,6,112,spear,3,Moderately
112,R_5PAMRt4s9LlEvnx,b7,7,7,113,spire,2,A little
113,R_5PAMRt4s9LlEvnx,b7,7,8,114,star,1,Not at all
114,R_5PAMRt4s9LlEvnx,b7,7,9,115,stick figure,1,Not at all
115,R_5PAMRt4s9LlEvnx,b7,7,10,116,tent,4,A lot
116,R_5PAMRt4s9LlEvnx,b7,7,11,117,tetrahedron,1,Not at all
117,R_5PAMRt4s9LlEvnx,b7,7,12,118,tree,5,Completely
118,R_5PAMRt4s9LlEvnx,b7,7,13,119,umbrella,1,Not at all
119,R_5PAMRt4s9LlEvnx,b7,7,14,120,wine glass,1,Not at all
120,R_5PAMRt4s9LlEvnx,b8,8,1,121,abstract glyph,1,Not at all
121,R_5PAMRt4s9LlEvnx,b8,8,2,122,bow tie,1,Not at all
122,R_5PAMRt4s9LlEvnx,b8,8,3,123,bread,1,Not at all
123,R_5PAMRt4s9LlEvnx,b8,8,4,124,butterfly,5,Completely
124,R_5PAMRt4s9LlEvnx,b8,8,5,125,caduceus staff,1,Not at all
125,R_5PAMRt4s9LlEvnx,b8,8,6,126,circle,1,Not at all
126,R_5PAMRt4s9LlEvnx,b8,8,7,127,coat rack,1,Not at all
127,R_5PAMRt4s9LlEvnx,b8,8,8,128,diamond,1,Not at all
128,R_5PAMRt4s9LlEvnx,b8,8,9,129,flower,1,Not at all
129,R_5PAMRt4s9LlEvnx,b8,8,10,130,hourglass,1,Not at all
130,R_5PAMRt4s9LlEvnx,b8,8,11,131,winged sceptor,1,Not at all
131,R_5PAMRt4s9LlEvnx,b9,9,1,132,ant,1,Not at all
132,R_5PAMRt4s9LlEvnx,b9,9,2,133,bag,2,A little
133,R_5PAMRt4s9LlEvnx,b9,9,3,134,butterfly,5,Completely
134,R_5PAMRt4s9LlEvnx,b9,9,4,135,Mountain,1,Not at all
135,R_5PAMRt4s9LlEvnx,b9,9,5,136,heart,1,Not at all
136,R_5PAMRt4s9LlEvnx,b9,9,6,137,cat ears,1,Not at all
137,R_5PAMRt4s9LlEvnx,b9,9,7,138,stylized emblem,1,Not at all
138,R_5PAMRt4s9LlEvnx,b9,9,8,139,coat rack,1,Not at all
139,R_5PAMRt4s9LlEvnx,b9,9,9,140,candlestick,1,Not at all
140,R_5PAMRt4s9LlEvnx,b9,9,10,141,clover,1,Not at all
141,R_5PAMRt4s9LlEvnx,b9,9,11,142,owl,1,Not at all
142,R_5PAMRt4s9LlEvnx,b10,10,1,143,barcode,1,Not at all
143,R_5PAMRt4s9LlEvnx,b10,10,2,144,Broken ladder,1,Not at all
144,R_5PAMRt4s9LlEvnx,b10,10,3,145,Comb,5,Completely
145,R_5PAMRt4s9LlEvnx,b10,10,4,146,cyrillic letter,1,Not at all
146,R_5PAMRt4s9LlEvnx,b10,10,5,147,fork,4,A lot
147,R_5PAMRt4s9LlEvnx,b10,10,6,148,Forklift Icon,1,Not at all
148,R_5PAMRt4s9LlEvnx,b10,10,7,149,Greek Pi,1,Not at all
149,R_5PAMRt4s9LlEvnx,b10,10,8,150,horse barn,1,Not at all
150,R_5PAMRt4s9LlEvnx,b10,10,9,151,kanji,1,Not at all
151,R_5PAMRt4s9LlEvnx,b10,10,10,152,key,3,Moderately
152,R_5PAMRt4s9LlEvnx,b10,10,11,153,letter A,1,Not at all
153,R_5PAMRt4s9LlEvnx,b10,10,12,154,Numeral Three,1,Not at all
154,R_5PAMRt4s9LlEvnx,b10,10,13,155,pitchfork,5,Completely
155,R_5PAMRt4s9LlEvnx,b10,10,14,156,Rake,5,Completely
156,R_5PAMRt4s9LlEvnx,b10,10,15,157,Sideways E,1,Not at all
157,R_5PAMRt4s9LlEvnx,b10,10,16,158,square,1,Not at all
158,R_5PAMRt4s9LlEvnx,b10,10,17,159,Tree,2,A little
159,R_5PAMRt4s9LlEvnx,b10,10,18,160,Trident,5,Completely
160,R_5PAMRt4s9LlEvnx,b10,10,19,161,two triangles,1,Not at all
161,R_5PAMRt4s9LlEvnx,b11,11,1,162,Basket,1,Not at all
162,R_5PAMRt4s9LlEvnx,b11,11,2,163,broom,2,A little
163,R_5PAMRt4s9LlEvnx,b11,11,3,164,brush,4,A lot
164,R_5PAMRt4s9LlEvnx,b11,11,4,165,buck teeth,1,Not at all
165,R_5PAMRt4s9LlEvnx,b11,11,5,166,bug,1,Not at all
166,R_5PAMRt4s9LlEvnx,b11,11,6,167,Candelabra,3,Moderately
167,R_5PAMRt4s9LlEvnx,b11,11,7,168,comb,5,Completely
168,R_5PAMRt4s9LlEvnx,b11,11,8,169,cubes,1,Not at all
169,R_5PAMRt4s9LlEvnx,b11,11,9,170,dining chair,1,Not at all
170,R_5PAMRt4s9LlEvnx,b11,11,10,171,door key,1,Not at all
171,R_5PAMRt4s9LlEvnx,b11,11,11,172,fork,4,A lot
172,R_5PAMRt4s9LlEvnx,b11,11,12,173,goal post,3,Moderately
173,R_5PAMRt4s9LlEvnx,b11,11,13,174,harmer,1,Not at all
174,R_5PAMRt4s9LlEvnx,b11,11,14,175,interval graph,1,Not at all
175,R_5PAMRt4s9LlEvnx,b11,11,15,176,milking stool,1,Not at all
176,R_5PAMRt4s9LlEvnx,b11,11,16,177,pitchfork,5,Completely
177,R_5PAMRt4s9LlEvnx,b11,11,17,178,rake,4,A lot
178,R_5PAMRt4s9LlEvnx,b11,11,18,179,stairs,1,Not at all
179,R_5PAMRt4s9LlEvnx,b11,11,19,180,table,1,Not at all
180,R_5PAMRt4s9LlEvnx,b11,11,20,181,trident,5,Completely
181,R_5PAMRt4s9LlEvnx,b11,11,21,182,two squares,1,Not at all
182,R_5PAMRt4s9LlEvnx,b12,12,1,183,bridge,1,Not at all
183,R_5PAMRt4s9LlEvnx,b12,12,2,184,buoy,1,Not at all
184,R_5PAMRt4s9LlEvnx,b12,12,3,185,Butter Churner,1,Not at all
185,R_5PAMRt4s9LlEvnx,b12,12,4,186,chalice,5,Completely
186,R_5PAMRt4s9LlEvnx,b12,12,5,187,church bell,3,Moderately
187,R_5PAMRt4s9LlEvnx,b12,12,6,188,circle,1,Not at all
188,R_5PAMRt4s9LlEvnx,b12,12,7,189,cup,5,Completely
189,R_5PAMRt4s9LlEvnx,b12,12,8,190,desk,2,A little
190,R_5PAMRt4s9LlEvnx,b12,12,9,191,downward umbrella,2,A little
191,R_5PAMRt4s9LlEvnx,b12,12,10,192,drinking fountain,2,A little
192,R_5PAMRt4s9LlEvnx,b12,12,11,193,goblet,5,Completely
193,R_5PAMRt4s9LlEvnx,b12,12,12,194,House,1,Not at all
194,R_5PAMRt4s9LlEvnx,b12,12,13,195,lamp,4,A lot
195,R_5PAMRt4s9LlEvnx,b12,12,14,196,magnifying glass,2,A little
196,R_5PAMRt4s9LlEvnx,b12,12,15,197,mushroom,3,Moderately
197,R_5PAMRt4s9LlEvnx,b12,12,16,198,person,1,Not at all
198,R_5PAMRt4s9LlEvnx,b12,12,17,199,question mark,1,Not at all
199,R_5PAMRt4s9LlEvnx,b12,12,18,200,semicircle,1,Not at all
200,R_5PAMRt4s9LlEvnx,b12,12,19,201,shovel,4,A lot
201,R_5PAMRt4s9LlEvnx,b12,12,20,202,skeleton key,1,Not at all
202,R_5PAMRt4s9LlEvnx,b12,12,21,203,swimming,1,Not at all
203,R_5PAMRt4s9LlEvnx,b12,12,22,204,Umbrella,2,A little
204,R_5PAMRt4s9LlEvnx,b12,12,23,205,wine glass,5,Completely
205,R_5PAMRt4s9LlEvnx,b13,13,1,206,anchor,3,Moderately
206,R_5PAMRt4s9LlEvnx,b13,13,2,207,c clamp,1,Not at all
207,R_5PAMRt4s9LlEvnx,b13,13,3,208,chalice,5,Completely
208,R_5PAMRt4s9LlEvnx,b13,13,4,209,church,1,Not at all
209,R_5PAMRt4s9LlEvnx,b13,13,5,210,cup,5,Completely
210,R_5PAMRt4s9LlEvnx,b13,13,6,211,door hinge,1,Not at all
211,R_5PAMRt4s9LlEvnx,b13,13,7,212,dustpan,4,A lot
212,R_5PAMRt4s9LlEvnx,b13,13,8,213,goblet,5,Completely
213,R_5PAMRt4s9LlEvnx,b13,13,9,214,Half circle,1,Not at all
214,R_5PAMRt4s9LlEvnx,b13,13,10,215,hammer,1,Not at all
215,R_5PAMRt4s9LlEvnx,b13,13,11,216,keyhole,3,Moderately
216,R_5PAMRt4s9LlEvnx,b13,13,12,217,letter T,1,Not at all
217,R_5PAMRt4s9LlEvnx,b13,13,13,218,magnifying glass,2,A little
218,R_5PAMRt4s9LlEvnx,b13,13,14,219,martini glass,3,Moderately
219,R_5PAMRt4s9LlEvnx,b13,13,15,220,monogram,1,Not at all
220,R_5PAMRt4s9LlEvnx,b13,13,16,221,mortar & pestle,1,Not at all
221,R_5PAMRt4s9LlEvnx,b13,13,17,222,Mushroom,3,Moderately
222,R_5PAMRt4s9LlEvnx,b13,13,18,223,pentgon,1,Not at all
223,R_5PAMRt4s9LlEvnx,b13,13,19,224,Scale,3,Moderately
224,R_5PAMRt4s9LlEvnx,b13,13,20,225,shovel,4,A lot
225,R_5PAMRt4s9LlEvnx,b13,13,21,226,sign,1,Not at all
226,R_5PAMRt4s9LlEvnx,b13,13,22,227,skeleton key,1,Not at all
227,R_5PAMRt4s9LlEvnx,b13,13,23,228,stapler,1,Not at all
228,R_5PAMRt4s9LlEvnx,b13,13,24,229,tear drop,1,Not at all
229,R_5PAMRt4s9LlEvnx,b13,13,25,230,toilet,1,Not at all
230,R_5PAMRt4s9LlEvnx,b13,13,26,231,umbrella,2,A little
231,R_5PAMRt4s9LlEvnx,b13,13,27,232,upended umbrella,3,Moderately
232,R_5PAMRt4s9LlEvnx,b13,13,28,233,window,1,Not at all
233,R_5PAMRt4s9LlEvnx,b13,13,29,234,wine glass,5,Completely
234,R_5PAMRt4s9LlEvnx,b14,14,1,235,alien,1,Not at all
235,R_5PAMRt4s9LlEvnx,b14,14,2,236,baby carriage,1,Not at all
236,R_5PAMRt4s9LlEvnx,b14,14,3,237,bear face,1,Not at all
237,R_5PAMRt4s9LlEvnx,b14,14,4,238,butterfly,1,Not at all
238,R_5PAMRt4s9LlEvnx,b14,14,5,239,car,1,Not at all
239,R_5PAMRt4s9LlEvnx,b14,14,6,240,crab claw,1,Not at all
240,R_5PAMRt4s9LlEvnx,b14,14,7,241,dior,1,Not at all
241,R_5PAMRt4s9LlEvnx,b14,14,8,242,elephant head,1,Not at all
242,R_5PAMRt4s9LlEvnx,b14,14,9,243,eyes,1,Not at all
243,R_5PAMRt4s9LlEvnx,b14,14,10,244,face,1,Not at all
244,R_5PAMRt4s9LlEvnx,b14,14,11,245,Flower,1,Not at all
245,R_5PAMRt4s9LlEvnx,b14,14,12,246,half circle,1,Not at all
246,R_5PAMRt4s9LlEvnx,b14,14,13,247,headphones,5,Completely
247,R_5PAMRt4s9LlEvnx,b14,14,14,248,horseshoe,2,A little
248,R_5PAMRt4s9LlEvnx,b14,14,15,249,Huge circle,1,Not at all
249,R_5PAMRt4s9LlEvnx,b14,14,16,250,mushroom,1,Not at all
250,R_5PAMRt4s9LlEvnx,b14,14,17,251,Music Note,1,Not at all
251,R_5PAMRt4s9LlEvnx,b14,14,18,252,oval,1,Not at all
252,R_5PAMRt4s9LlEvnx,b14,14,19,253,owl,1,Not at all
253,R_5PAMRt4s9LlEvnx,b14,14,20,254,owl face,1,Not at all
254,R_5PAMRt4s9LlEvnx,b14,14,21,255,semi-circle,1,Not at all
255,R_5PAMRt4s9LlEvnx,b14,14,22,256,sunglasses,1,Not at all
256,R_5PAMRt4s9LlEvnx,b14,14,23,257,tent,1,Not at all
257,R_5PAMRt4s9LlEvnx,b14,14,24,258,toilet,1,Not at all
258,R_5PAMRt4s9LlEvnx,b15,15,1,259,arrow,2,A little
259,R_5PAMRt4s9LlEvnx,b15,15,2,260,bucket,1,Not at all
260,R_5PAMRt4s9LlEvnx,b15,15,3,261,cat,1,Not at all
261,R_5PAMRt4s9LlEvnx,b15,15,4,262,diamond,1,Not at all
262,R_5PAMRt4s9LlEvnx,b15,15,5,263,flag,1,Not at all
263,R_5PAMRt4s9LlEvnx,b15,15,6,264,honeycomb,2,A little
264,R_5PAMRt4s9LlEvnx,b15,15,7,265,house,4,A lot
265,R_5PAMRt4s9LlEvnx,b15,15,8,266,hut,4,A lot
266,R_5PAMRt4s9LlEvnx,b15,15,9,267,kite,1,Not at all
267,R_5PAMRt4s9LlEvnx,b15,15,10,268,pentagon,3,Moderately
268,R_5PAMRt4s9LlEvnx,b15,15,11,269,plant pot,1,Not at all
269,R_5PAMRt4s9LlEvnx,b15,15,12,270,shield,3,Moderately
270,R_5PAMRt4s9LlEvnx,b15,15,13,271,square,1,Not at all
271,R_5PAMRt4s9LlEvnx,b15,15,14,272,square,1,Not at all
272,R_5PAMRt4s9LlEvnx,b15,15,15,273,trapezium,1,Not at all
273,R_5PAMRt4s9LlEvnx,b16,16,1,274,Cone,4,A lot
274,R_5PAMRt4s9LlEvnx,b16,16,2,275,cube,1,Not at all
275,R_5PAMRt4s9LlEvnx,b16,16,3,276,diamond,1,Not at all
276,R_5PAMRt4s9LlEvnx,b16,16,4,277,download icon,1,Not at all
277,R_5PAMRt4s9LlEvnx,b16,16,5,278,fish hook,1,Not at all
278,R_5PAMRt4s9LlEvnx,b16,16,6,279,guitar pick,3,Moderately
279,R_5PAMRt4s9LlEvnx,b16,16,7,280,heart,1,Not at all
280,R_5PAMRt4s9LlEvnx,b16,16,8,281,hourglass,1,Not at all
281,R_5PAMRt4s9LlEvnx,b16,16,9,282,house,1,Not at all
282,R_5PAMRt4s9LlEvnx,b16,16,10,283,ice cream,5,Completely
283,R_5PAMRt4s9LlEvnx,b16,16,11,284,Icecream cone,5,Completely
284,R_5PAMRt4s9LlEvnx,b16,16,12,285,lightbulb,1,Not at all
285,R_5PAMRt4s9LlEvnx,b16,16,13,286,magnifying glass,1,Not at all
286,R_5PAMRt4s9LlEvnx,b16,16,14,287,paper airplane,1,Not at all
287,R_5PAMRt4s9LlEvnx,b16,16,15,288,pizza slice,3,Moderately
288,R_5PAMRt4s9LlEvnx,b16,16,16,289,shelf bracket,2,A little
289,R_5PAMRt4s9LlEvnx,b16,16,17,290,shield,3,Moderately
290,R_5PAMRt4s9LlEvnx,b16,16,18,291,sno-cone,5,Completely
291,R_5PAMRt4s9LlEvnx,b16,16,19,292,Trapezoid,1,Not at all
292,R_5PAMRt4s9LlEvnx,b16,16,20,293,Triangular diamond,1,Not at all
293,R_5PAMRt4s9LlEvnx,b16,16,21,294,trophy,2,A little
294,R_5PAMRt4s9LlEvnx,b16,16,22,295,Volcano,1,Not at all
295,R_5PAMRt4s9LlEvnx,b16,16,23,296,whale tail,2,A little
296,R_5PAMRt4s9LlEvnx,b17,17,1,297,Abstract Eyeball,3,Moderately
297,R_5PAMRt4s9LlEvnx,b17,17,2,298,Ballon,3,Moderately
298,R_5PAMRt4s9LlEvnx,b17,17,3,299,bridge,1,Not at all
299,R_5PAMRt4s9LlEvnx,b17,17,4,300,chalice,1,Not at all
300,R_5PAMRt4s9LlEvnx,b17,17,5,301,chalice,1,Not at all
301,R_5PAMRt4s9LlEvnx,b17,17,6,302,cone,5,Completely
302,R_5PAMRt4s9LlEvnx,b17,17,7,303,cupcake,1,Not at all
303,R_5PAMRt4s9LlEvnx,b17,17,8,304,flower,2,A little
304,R_5PAMRt4s9LlEvnx,b17,17,9,305,funnel,3,Moderately
305,R_5PAMRt4s9LlEvnx,b17,17,10,306,glass,1,Not at all
306,R_5PAMRt4s9LlEvnx,b17,17,11,307,goblet,1,Not at all
307,R_5PAMRt4s9LlEvnx,b17,17,12,308,guitar pick,3,Moderately
308,R_5PAMRt4s9LlEvnx,b17,17,13,309,Head,1,Not at all
309,R_5PAMRt4s9LlEvnx,b17,17,14,310,heart,1,Not at all
310,R_5PAMRt4s9LlEvnx,b17,17,15,311,hot air balloon,3,Moderately
311,R_5PAMRt4s9LlEvnx,b17,17,16,312,house roof,1,Not at all
312,R_5PAMRt4s9LlEvnx,b17,17,17,313,ice cream,5,Completely
313,R_5PAMRt4s9LlEvnx,b17,17,18,314,icecream cone,5,Completely
314,R_5PAMRt4s9LlEvnx,b17,17,19,315,lantern,3,Moderately
315,R_5PAMRt4s9LlEvnx,b17,17,20,316,necklace,2,A little
316,R_5PAMRt4s9LlEvnx,b17,17,21,317,parachute,3,Moderately
317,R_5PAMRt4s9LlEvnx,b17,17,22,318,Paris,1,Not at all
318,R_5PAMRt4s9LlEvnx,b17,17,23,319,shelf bracket,2,A little
319,R_5PAMRt4s9LlEvnx,b17,17,24,320,shield,4,A lot
320,R_5PAMRt4s9LlEvnx,b17,17,25,321,slingshot frame,3,Moderately
321,R_5PAMRt4s9LlEvnx,b17,17,26,322,snowcone,5,Completely
322,R_5PAMRt4s9LlEvnx,b17,17,27,323,Spade,2,A little
323,R_5PAMRt4s9LlEvnx,b17,17,28,324,tulip,2,A little
324,R_5PAMRt4s9LlEvnx,b17,17,29,325,wine glass,1,Not at all
325,R_5PAMRt4s9LlEvnx,b17,17,30,326,wishbone,1,Not at all
326,R_5PAMRt4s9LlEvnx,b18,18,1,327,butterfly,1,Not at all
327,R_5PAMRt4s9LlEvnx,b18,18,2,328,Catapult,1,Not at all
328,R_5PAMRt4s9LlEvnx,b18,18,3,329,cone,4,A lot
329,R_5PAMRt4s9LlEvnx,b18,18,4,330,drop hook,1,Not at all
330,R_5PAMRt4s9LlEvnx,b18,18,5,331,face,1,Not at all
331,R_5PAMRt4s9LlEvnx,b18,18,6,332,flag,1,Not at all
332,R_5PAMRt4s9LlEvnx,b18,18,7,333,flower,1,Not at all
333,R_5PAMRt4s9LlEvnx,b18,18,8,334,guitar pick,3,Moderately
334,R_5PAMRt4s9LlEvnx,b18,18,9,335,harp,1,Not at all
335,R_5PAMRt4s9LlEvnx,b18,18,10,336,heart,1,Not at all
336,R_5PAMRt4s9LlEvnx,b18,18,11,337,ice cream,3,Moderately
337,R_5PAMRt4s9LlEvnx,b18,18,12,338,icecream cone,5,Completely
338,R_5PAMRt4s9LlEvnx,b18,18,13,339,Incomplete heart,2,A little
339,R_5PAMRt4s9LlEvnx,b18,18,14,340,keyhole,2,A little
340,R_5PAMRt4s9LlEvnx,b18,18,15,341,magnifying glass,2,A little
341,R_5PAMRt4s9LlEvnx,b18,18,16,342,Martini,1,Not at all
342,R_5PAMRt4s9LlEvnx,b18,18,17,343,medal,3,Moderately
343,R_5PAMRt4s9LlEvnx,b18,18,18,344,music symbol,1,Not at all
344,R_5PAMRt4s9LlEvnx,b18,18,19,345,parabola,1,Not at all
345,R_5PAMRt4s9LlEvnx,b18,18,20,346,Pencil,2,A little
346,R_5PAMRt4s9LlEvnx,b18,18,21,347,Pie,2,A little
347,R_5PAMRt4s9LlEvnx,b18,18,22,348,revolver,1,Not at all
